"STATE" "COUNTY" "FIPS" "RPL_THEME1" "RPL_THEME2" "RPL_THEME3" "RPL_THEME4" "RPL_THEMES" "Surge_threshold" "Rain_threshold" "alpha_d" "alpha_a" "alpha_p" "alpha_r" "mew_a" "mew_p" "U_rate" "POT_S_max" "POT_R_max"
"320" "New York" "Westchester" 36119000103 0.9544 0.7321 0.9321 0.9696 0.97 1.74 0.09 25 0 0 0.98 0.22 0.06 0.01 0.04 0
"321" "New York" "Westchester" 36119000202 0.8252 0.5641 0.8202 0.6927 0.794 0.18 0.03 25 2.41 0 0 0.18 0.03 0.01 3.36 0.15
"322" "New York" "Westchester" 36119000203 0.4651 0.9571 0.8076 0.9686 0.8796 2.51 0.14 13.1 9.75 7.31 0.16 0.23 1.16 1.22 3.5 0.13
"323" "New York" "Westchester" 36119000401 0.7859 0.8977 0.9077 0.9974 0.975 2.7 0.15 23.03 1.35 8.96 0.09 0.11 0 0.03 1.35 0.15
"324" "New York" "Westchester" 36119000701 0.4093 0.5673 0.6756 0.9175 0.6925 3.5 0.08 17.79 0 2.36 0 0.11 0 0.33 3.5 0.07
"325" "New York" "Westchester" 36119000702 0.4339 0.4503 0.7709 0.8142 0.6355 3.29 0.14 25 1.75 3.78 0.06 0.13 1.25 0.01 3.43 0.01
"326" "New York" "Westchester" 36119005902 0.4438 0.1367 0.6699 0.7933 0.5166 1.73 0.15 8.29 7.42 4.64 0.59 0.04 0.04 1.19 1.38 0.06
"327" "New York" "Westchester" 36119006900 0.0737 0.0622 0.3905 0.4232 0.1132 3.26 0.11 17.86 0 3.95 0.4 0.12 0 0.4 3.23 0.06
"328" "New York" "Westchester" 36119007000 0.0963 0.6327 0.3678 0.6243 0.3473 1.76 0.1 9.05 0 9.99 0.11 0.04 0 1.22 0.12 0.12
"329" "New York" "Westchester" 36119007100 0.3921 0.214 0.3313 0.4434 0.3322 1.89 0.11 21.83 5.74 10 0.22 0.18 0.24 0.32 2.6 0.1
"330" "New York" "Westchester" 36119007200 0.5259 0.7738 0.4068 0.7997 0.6966 1.76 0.1 8.34 18.25 10 0.1 0.04 0.26 1.17 1.15 0.15
"331" "New York" "Westchester" 36119007402 0.1092 0.4678 0.4016 0.5278 0.2879 1.85 0.15 7.9 4.87 0 0.11 0.01 0 0.01 3.15 0.15
"332" "New York" "Westchester" 36119007500 0.0889 0.5561 0.3549 0.528 0.2868 1.8 0.09 7.93 0 2.62 0.13 0.03 0 1.7 0 0.15
"333" "New York" "Westchester" 36119007600 0.0974 0.2705 0.2296 0.3636 0.1615 1.73 0.08 9.02 20.04 10 0.01 0.05 0.26 0.8 0.38 0.06
"334" "New York" "Westchester" 36119010300 0.2749 0.5031 0.2906 0.8596 0.5162 1.76 0.09 23.79 2.32 0.01 0 0.15 0.1 0.07 0.1 0.15
"335" "New York" "Westchester" 36119010400 0.3528 0.3304 0.557 0.8209 0.5352 2.17 0.15 18.61 1.59 2.13 0.38 0.1 0 0.33 0.48 0.15
"336" "New York" "Westchester" 36119010500 0.2056 0.7709 0.4601 0.745 0.525 3.22 0.05 20.81 0 0.35 0.36 0.09 0.05 0.35 2.13 0.03
"337" "New York" "Westchester" 36119011300 0.1512 0.4548 0.3653 0.4433 0.2781 2.05 0.08 10.64 0 2.94 0.04 0.05 0 0.72 0.01 0.15
"338" "New York" "Westchester" 36119011500 0.3951 0.2563 0.6441 0.6144 0.4616 1.73 0.12 18.11 12.38 2.05 0 0.1 0.01 0.09 0.25 0.07
"339" "New York" "Westchester" 36119011700 0.1486 0.4368 0.423 0.0796 0.1283 2.01 0.15 15.41 25 0.03 0 0.08 0.05 0.05 0.98 0.15
"340" "New York" "Westchester" 36119011800 0.0348 0.2661 0.4149 0.4299 0.1569 1.65 0.08 11.83 17.53 10 0.01 0.06 0 0.53 0.8 0.05
"341" "New York" "Westchester" 36119013201 0.0699 0.1425 0.3739 0.1061 0.0573 1.69 0.08 12.25 0 10 0.01 0.06 0 0.58 3.5 0.15
"342" "New York" "Westchester" 36119013301 0.7057 0.7567 0.8576 0.8714 0.8491 1.63 0.15 17.99 1.48 0.7 0.02 0.09 0 0.11 1.14 0.15
"343" "New York" "Westchester" 36119013304 0.6656 0.847 0.8226 0.6819 0.7894 1.91 0.07 21.08 25 0.95 0.39 0.12 0 0.34 0 0.12
"344" "New York" "Westchester" 36119013600 0.5808 0.6318 0.7021 0.7469 0.7054 0.9 0.13 16.32 16.43 0.5 0 0.1 0.03 0.01 1.68 0.11
"345" "New York" "Westchester" 36119013800 0.1055 0.0657 0.2776 0.1268 0.0497 1.8 0.15 14.76 25 9.11 0.33 0.07 0 0.53 0 0.15
"346" "New York" "Westchester" 36119013900 0.3008 0.5969 0.4437 0.5349 0.4437 3.19 0.08 10.68 19.54 3.92 0.02 0.07 1.11 2.51 1.21 0.09
"347" "New York" "Westchester" 36119014000 0.203 0.6285 0.524 0.4615 0.3827 2.71 0.07 8.87 10.36 6.77 0.03 0.11 0.72 2.48 3.29 0.05
"348" "New York" "Westchester" 36119014100 0.8213 0.6493 0.7753 0.6192 0.7824 1.98 0.1 9.54 21.88 3.24 0.35 0.12 1.02 1.4 1.34 0.15
"349" "New York" "Westchester" 36119014200 0.8808 0.75 0.8282 0.8448 0.9011 1.92 0.14 21 3.74 6.78 0.04 0.14 1.36 0.25 0.78 0.11
"350" "New York" "Westchester" 36119014604 0.4091 0.1107 0.4016 0.6592 0.3852 1.76 0.15 14.27 0.92 2.36 0.63 0.09 0.01 0.54 2.33 0.15
"351" "New York" "Westchester" 36119014605 0.5774 0.6674 0.6063 0.8597 0.7441 2.49 0.13 19.4 15.38 9.83 0.4 0.13 0.85 1.08 1.87 0.13
"352" "New York" "Westchester" 36119014701 0.7255 0.4771 0.5932 0.8502 0.7592 1.91 0.15 18.54 0 5.71 0.05 0.07 0 0.31 0 0.15
"353" "Rhode Island" "Washington" 44009041500 0.3564 0.3157 0.1085 0.7315 0.4177 3.08 0.15 8.8 21.37 8.79 0.89 0.04 0.06 1.26 0.44 0.15
"354" "Rhode Island" "Washington" 44009051000 0.1877 0.1143 0.0124 0.4568 0.1619 2.16 0.15 6.03 6.35 9.23 0.37 0 0.09 0.01 1.26 0.15
"355" "Rhode Island" "Washington" 44009051101 0.2943 0.1511 0.074 0.5054 0.246 2.8 0.15 5.49 16.08 0.03 0.06 0.01 0.06 2.18 2.06 0.15
"356" "Rhode Island" "Washington" 44009051102 0.3792 0.5892 0.074 0.4078 0.3725 2.31 0.13 10.64 25 0.01 0.13 0.07 0.06 0.95 0.34 0.15
"357" "Rhode Island" "Washington" 44009051302 0.2853 0.2674 0.0549 0.0672 0.1041 2.34 0.13 10.73 25 10 0.03 0.06 0.07 0.11 0.77 0.15
"358" "Rhode Island" "Washington" 44009051504 0.5067 0.145 0.2007 0.1787 0.2302 2.97 0.15 6.2 25 0.02 0.08 0.01 0.02 0.03 0.96 0.15
